accursed-hex-mythic	Accursed Hex (Mythic)	Your hexes flare with persistent potency.	<p> Accursed Hex.</p>	<p> When you use Accursed Hex to target a creature with one of your hexes a second time, that creature must roll its saving throw twice and take the lower result.</p>	
iron-will-mythic	Iron Will (Mythic)	Your will is incorruptible.	<p> Iron Will.</p>	<p> Whenever you roll a Will saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.</p>	
knockout-artist-mythic	Knockout Artist (Mythic)	Your knockout punches are truly mighty.	<p> Knockout Artist.</p>	<p> When you use your unarmed strike to deal nonlethal damage and sneak attack damage to an opponent, roll d8s for each sneak attack die instead of d6s.</p>	
legendary-teamwork-mythic	Legendary Teamwork (Mythic)	You and your allies fight with great coordination.	<p> Any two teamwork feats.</p>	<p> Any fixed numeric bonuses you gain from teamwork feats are increased by 1. This doesn't apply to variable numeric bonuses or to effects that are not numeric bonuses, such as additional attacks of opportunity, movement, or other extra actions.<span></span></p>	
lightning-reflexes-mythic	Lightning Reflexes (Mythic)	Your reflexes are superhuman.	<p> Lightning Reflexes.</p>	<p> Whenever you roll a Reflex saving throw against a spell, spell-like ability, or supernatural ability from a non-mythic source, roll twice and take the higher result.</p>	
lucky-halfling-mythic	Lucky Halfling (Mythic)	You share your mythic luck with those around you.	<p> Lucky Halfling.</p>	<p> When you use Lucky Halfling, add your tier as a bonus on the saving throw. You can expend one use of mythic power when an ally uses your save but still suffers an effect on a successful saving throw. If you do, that ally suffers no effect on the successful saving throw.</p>	
lucky-surge-mythic	Lucky Surge (Mythic)	Your surges defy the odds.	<p> Potent Surge, 3rd mythic tier.</p>	<p> Whenever you use your surge ability, you can roll your surge dice twice and take the higher result. If you can already roll your surge dice twice and take the higher result, you roll your surge dice three times and take the highest result.</p>	
lunge-mythic	Lunge (Mythic)	Your reaching strikes aid your defenses against those you hit.	<p> Lunge.</p>	<p> Whenever you use Lunge and hit a creature with the melee attack, you no longer take a -2 penalty to AC against that creature. You can expend one use of mythic power when you use Lunge to negate the -2 penalty to AC whether you hit or miss, and gain a +2 bonus on attacks of opportunity you make while Lunge is in effect.</p>	
magical-aptitude-mythic	Magical Aptitude (Mythic)	Your understanding of the principles and intricacies of magic goes far beyond your training.	<p> Magical Aptitude.</p>	<p> The bonus on Spellcraft and Use Magic Device skill checks from Magical Aptitude increases by 2. In addition, you can expend one use of mythic power to treat a Spellcraft or Use Magic Device check as if you had rolled a natural 20. You must decide to use this ability before making the roll.</p>	
manyshot-mythic	Manyshot (Mythic)	You can fire a barrage of arrows at your target with very little effort.	<p> Manyshot.</p>	<p> When making a full-attack action with a bow and using Manyshot, you fire two arrows with both your first and second attacks, instead of just your first attack.</p>	
marked-for-glory	Marked for Glory	You're destined for glory beyond the ken of ordinary adventurers and mere mortals.	<p> Great Fortitude, Iron Will, or Lightning Reflexes.</p>	<p> You can use the surge ability once per day (adding 1d6). If you are or become mythic, you can use your surge one additional time per day.</p>	
maximize-surge-mythic	Maximize Surge (Mythic)	In times of dire need, you can burn your mythic power to ensure success.	<p> 6th mythic tier.</p>	<p> Once per day when you surge, you can expend two uses of mythic power to treat your surge die as though it rolled the maximum result.</p>	<p> You can take this feat multiple times. Each time you do, you gain an extra use of this feat per day.</p>
medusa's-wrath-mythic	Medusa's Wrath (Mythic)	Your barrage of unarmed attacks builds to a single, staggering strike.	<p> Medusa's Wrath.</p>	<p> You may forgo the two additional unarmed strikes of Medusa's Wrath to instead make a single unarmed strike at your highest base attack bonus. If you successfully hit your opponent, it must succeed at a Fortitude saving throw (DC 10 + 1/2 your character level + your Wisdom modifier) or be staggered for 1 round. You can expend one use of mythic power when you stagger a target with Medusa's Wrath to extend the duration of the staggered condition by a number of rounds equal to half your tier.</p>	
missile-shield-mythic	Missile Shield (Mythic)	Your remarkable awareness allows you to deflect multiple ranged attacks and even ray spells.	<p> Missile Shield.</p>	<p> When using Missile Shield, you can deflect an additional number of ranged attacks per round equal to half your tier. You can expend one use of mythic power as an immediate action to deflect a single ray from a ray spell or effect targeting you.</p>	
mobility-mythic	Mobility (Mythic)	You have perfected your ability to weave through the battlefield, using your momentum to propel yourself far.	<p> Mobility.</p>	<p> Whenever you use Mobility, you gain a +6 dodge bonus to AC instead of the normal +4. In addition, once per round when an attack of opportunity provoked by your movement misses you, you may move 5 feet as a free action. This movement doesn't count against your total overall movement for the round, but it does provoke attacks of opportunity.</p>	
monastic-legacy-mythic	Monastic Legacy (Mythic)	Every new experience carries you another step further along your path to enlightenment.	<p> Monastic Legacy.</p>	<p> Add half the levels you have in classes other than monk to your monk level to determine your effective monk level for your AC bonus. As a free action, you can expend one use of mythic power to add half your tier to your effective monk level to determine your base unarmed strike damage and AC bonus until the start of your next turn.</p>	
mounted-archery-mythic	Mounted Archery (Mythic)	Your skill as a rider allows you to take cover and shoot with amazing accuracy.	<p> Mounted Archery.</p>	<p> When using the Ride skill to use your mount as cover, you can still make a single ranged weapon attack as a standard action. While your mount is moving, you can expend one use of mythic power to negate the penalties for making ranged weapon attacks while mounted until the beginning of your next turn.</p>	
mounted-combat-mythic	Mounted Combat (Mythic)	Your ability to maneuver a mount through the rigors of combat is nearly unparalleled.	<p> Mounted Combat.</p>	<p> You can negate an additional number of hits against your mount per round equal to your tier. Once per round as an immediate action, you can expend one use of mythic power to substitute a Ride check for a single Reflex saving throw your mount must make.</p>	
mythic-companion	Mythic Companion	Despite your non-mythic nature, you're a vital part of the greater mythic world.	<p> You must be non-mythic.</p>	<p> You're considered a mythic creature for the purposes of determining how mythic spells and effects affect you. If you ever become mythic, you gain a +1 bonus on all saves against mythic spells and effects.</p>	
mythic-crafter-mythic	Mythic Crafter (Mythic)	You can craft mythic magic items.	<p> Any item creation feat.</p>	<p> You can create any mythic magic item for which you have the appropriate item creation feat. In addition, you gain a +5 bonus on skill checks when creating non-mythic magic items.</p>	
mythic-paragon-mythic	Mythic Paragon (Mythic)	Your mythic power is even more potent than that of most other mythic beings.		<p> Your tier is considered 2 higher for determining the potency of mythic abilities, feats, and spells. This doesn't grant you access to mythic abilities or greater versions of mythic spells at a lower tier than you would normally need to be to get them, nor does it grant you additional uses of mythic power or adjust the dice you roll for your surge.</p>	
mythic-spell-lore-mythic	Mythic Spell Lore (Mythic)	You have learned how to unlock the power of your spells, combining them with your mythic power.	<p> Ability to cast spells.</p>	<p> You can learn a number of mythic spells equal to your tier and can expend mythic power when casting them to enhance the results. To select a mythic spell, you must be able to cast the non-mythic version or have it on your list of spells known. Every time you gain a new tier, you can select an additional mythic spell.</p>	<p> You can select this feat multiple times. Each time you select this feat, you must select different spells.</p>
natural-spell-mythic	Natural Spell (Mythic)	You can speak and use some magic items when you use wild shape.	<p> Natural Spell.</p>	<p> When you're using wild shape, you can use spell completion and spell trigger magic items that were on your person when you changed form. You don't need to physically manipulate the items when you use them while using wild shape. Furthermore, you can speak normally when using wild shape.</p>	
nimble-moves-mythic	Nimble Moves (Mythic)	You dance across obstacles with ease, as though they weren't even there.	<p> Nimble Moves.</p>	<p> For every 2 tiers you possess, you can move through up to 5 feet of difficult terrain each round as if it were normal terrain (minimum 5 feet). This effect stacks with those provided by Nimble Moves and Acrobatic Steps.</p>	
penetrating-strike-mythic	Penetrating Strike (Mythic)	You know just how to strike to bypass even the most heavily armored foe's defenses.	<p> Penetrating Strike.</p>	<p> When using Penetrating Strike or Greater Penetrating Strike, you can ignore an additional point of damage reduction for every 3 tiers you posses. Additionally, the effects apply to damage reduction without a type (such as DR 10/--;).</p>	
persuasive-mythic	Persuasive (Mythic)	You're a master of persuasion, be it with soothing words or harsh barking commands.	<p> Persuasive.</p>	<p> The bonus on Diplomacy and Intimidate skill checks granted by Persuasive increases by 2. In addition, you can expend one use of mythic power to treat a Diplomacy or Intimidate check as if you had rolled a natural 20. You must decide to use this ability before making the roll.</p>	
pinpoint-targeting-mythic	Pinpoint Targeting (Mythic)	Your attacks can home in on your opponent's weak spot and ignore many defenses.	<p> Pinpoint Targeting.</p>	<p> You can use this feat even if you move this round, but only if the distance you move is equal to or less than 5 feet per tier.</p>	
point-blank-shot-mythic	Point-Blank Shot (Mythic)	Your accuracy with ranged attacks is unmatched at point-blank range.	<p> Point-Blank Shot.</p>	<p> The bonus on attack and damage rolls granted by Point-Blank Shot increases to +2. As a swift action, you can expend one use of mythic power to gain an additional bonus on these rolls equal to half your tier.</p>	
potent-surge-mythic	Potent Surge (Mythic)	Your surge is more potent.		<p> Whenever you use your surge ability, add 1 to your surge result.</p>	
power-attack-mythic	Power Attack (Mythic)	You can expend one use of mythic power when you activate Power Attack to ignore the penalties on melee attack rolls and combat maneuver checks for 1 minute.	<p> Power Attack.</p>	<p> When you use Power Attack, you gain a +3 bonus on melee damage rolls instead of +2. When your base attack bonus reaches +4 and every 4 points thereafter, the amount of bonus damage increases by +3 instead of +2. In addition, the bonus damage from this feat is doubled on a critical hit, before it's multiplied by the weapon's critical multiplier.</p>	
powerful-shape-mythic	Powerful Shape (Mythic)	As a free action, you can expend one use of mythic power to combine the benefit from this feat with the benefit from non-mythic Powerful Shape for a number of rounds equal to your tier.<span></span>	<p> Powerful Shape.</p>	<p> You can apply the giant simple template (quick rules version, from <i>Pathfinder RPG Bestiary</i> 295) to any form you take with wild shape. This replaces the benefit from Powerful Shape.</p>	
prophetic-visionary-mythic	Prophetic Visionary (Mythic)	Your precognitive powers aid you further.	<p> Prophetic Visionary.</p>	<p> You can use Prophetic Visionary's <i>augury</i> ability at will, spending 10 minutes in a deep trance each time. Your chance of a successful <i>augury</i> increases by 1% per tier. A successful <i>augury </i>made by using this feat also grants you the benefits of <i>guidance</i>, but the bonus is equal to your tier and is an insight bonus instead of a competence bonus.</p>	
quick-draw-mythic	Quick Draw (Mythic)	You can retrieve any item quickly, not just weapons.	<p> Quick Draw.</p>	<p> You can use Quick Draw to draw items of any kind, not just weapons, provided they are stored or concealed on your person. As a move action, you can expend one use of mythic power to retrieve up to two hidden items. You must have two hands free to do so.</p>	
racial-heritage-mythic	Racial Heritage (Mythic)	Your racial heritage mingles with your mythic power to become more pronounced.	<p> Racial Heritage.</p>	<p> You gain a single racial trait of your choice from the race you picked when you took non-mythic Racial Heritage. That racial trait can't modify your size or ability scores. You also gain the racial language of the race (if any) if you don't already know it. For races with multiple racial languages, you gain all of them.</p>	
rapid-reload-mythic	Rapid Reload (Mythic)	You can reload any type of weapon with astounding speed.	<p> Rapid Reload.</p>	<p> You gain the benefits of Rapid Reload with all crossbows and firearms, not just the one you originally chose when you gained that feat. As a swift action, you can expend one use of mythic power to gain the ability to reload crossbows and firearms without provoking attacks of opportunity for 1 minute.</p>	
rapid-shot-mythic	Rapid Shot (Mythic)	You can fire many times each round with amazing precision.	<p> Rapid Shot.</p>	<p> When using Rapid Shot, you can either ignore the feat's -2 penalty on attack rolls or make two additional attacks instead of one.</p>	
rhetorical-flourish-mythic	Rhetorical Flourish (Mythic)	You can expend one use of mythic power to reroll a single failed Bluff check. You must take the new result even if it is lower.	<p> Rhetorical Flourish.</p>	<p> When you successfully use Rhetorical Flourish against a non-mythic creature, the bonus on your Diplomacy check increases by your tier. If the target is a mythic creature, you instead increase the bonus by half your tier.</p>	
ride-by-attack-mythic	Ride-By Attack (Mythic)	You can make multiple attacks as you ride past your enemies.	<p> Ride-By Attack.</p>	<p> When you successfully strike an opponent as part of a Ride-By Attack, you can continue to make attacks against successive targets. You can make one additional attack per 3 tiers you possess, but you can't make more attacks than you could if you were making a full attack. Successive attacks use the lower bonus for multiple attacks, as when making a full attack. You must move at least 10 feet between each attack.</p>	
run-mythic	Run (Mythic)	You can run normally for a number of rounds equal to your Constitution score plus your tier, but after that you must succeed at Constitution checks to continue running.	<p> Run.</p>	<p> When running, you move seven times your normal speed if wearing medium, light, or no armor and carrying no more than a medium load, or six times your speed if wearing heavy armor or carrying a heavy load. When making a jump after a running start, you gain an additional bonus equal to your tier + 4 on your Acrobatics check.</p>	
saving-shield-mythic	Saving Shield (Mythic)	Shielding a comrade from harm gives you a chance to strike back.	<p> Saving Shield.</p>	<p> The shield bonus you grant an ally with Saving Shield increases to +3. If you use Saving Shield to successfully negate an attack against an adjacent ally, you can immediately make an attack of opportunity against the attacker so long as it is within your melee reach.</p>	
scorpion-style-mythic	Scorpion Style (Mythic)	Your unarmed strikes can induce a near-crippling lethargy in your enemies.	<p> Scorpion Style.</p>	<p> Whenever you are using Scorpion Style, you add your tier to the number of rounds the target's base land speed is reduced. You can expend one use of mythic power when making your attack to slow your target, as the spell <i>slow</i>, unless it succeeds at a Fortitude save (DC 10 + 1/2 your character level + your Wisdom modifier). The slowing effect supersedes the normal speed penalty of your Scorpion Strike, but lasts for an equal number of rounds.</p>	
selective-channeling-mythic	Selective Channeling (Mythic)	When you exclude creatures from your channel, you empower those you do affect.	<p> Selective Channeling.</p>	<p> When you channel energy, the damage you heal or deal increases by a number of points equal to twice the number of targets you excluded from your channeled energy. You can expend one use of mythic power to increase the number of targets you exclude from your channeled energy by half your tier.</p>	
self-sufficient-mythic	Self-sufficient (mythic)	Independence comes naturally to you, and you have mastered taking care of yourself.	<p> Self-Sufficient.</p>	<p> The bonus on Heal and Survival skill checks from Self-Sufficient increases by 2. In addition, you can expend one use of mythic power to treat a Heal or Survival check as if you had rolled a natural 20. You must decide to use this ability before making the roll.</p>	
shatter-defenses-mythic	Shatter Defenses (Mythic)	Your dazzling attacks leave your opponents flummoxed and bewildered, unable to attack you or to defend themselves effectively.	<p> Shatter Defenses.</p>	<p> An opponent you affect with Shatter Defenses is flat-footed to all attacks, not just yours.</p>	
shield-focus-mythic	Shield Focus (Mythic)	You're a master of using your shield for protection.	<p> Shield Focus.</p>	<p> Add your shield bonus and your shield's enhancement bonus to your touch AC. As an immediate action, you can expend one use of mythic power to add your shield bonus and your shield's enhancement bonus on a Fortitude or Reflex save just before you roll it.</p>	
shield-slam-mythic	Shield Slam (Mythic)	Your shield bash produces a powerful kick.	<p> Shield Slam.</p>	<p> When using Shield Slam to bull rush, an opponent knocked prone because of an intervening wall or other surface also takes damage from the collision. The damage dealt is equal to 1d6 points per 2 tiers you possess. As an immediate action, you can expend one use of mythic power to add your tier to your combat maneuver checks when resolving a bull rush made due to Shield Slam.</p>	
shot-on-the-run-mythic	Shot on the Run (Mythic)	With ease, you can snap off two shots while dashing across the battlefield.	<p> Shot on the Run, base attack bonus +6.</p>	<p> Whenever you use Shot on the Run, you can make two ranged attacks at your highest base attack bonus at any point during your movement, instead of just one.</p>	
skill-focus-mythic	Skill Focus (Mythic)	You mastery with this skill is unmatched, even in difficult situations.	<p> Skill Focus.</p>	<p> You can always take 10 or 20 on checks with your choice of skill for Skill Focus, even when you are rushed or threatened.</p>	<p> You can gain this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Skill Focus feat.</p>
snatch-arrows-mythic	Snatch Arrows (Mythic)	You can use the weapons you pluck from the air to immediately make melee attacks.	<p> Snatch Arrows.</p>	<p> When you use Snatch Arrows to catch a thrown weapon that can also be used as a melee weapon, you can make a melee attack with it as an immediate action against a foe within the weapon's melee reach. You can expend one use of mythic power to make this attack without spending an immediate action.</p>	
sociable-mythic	Sociable (Mythic)	Your easy nature flows from you without effort, putting others at ease.	<p> Sociable.</p>	<p> You grant and benefit from the +2 bonus on Diplomacy checks from Sociable constantly without having to spend a move action. You can spend a move action to increase the bonus to +4 for a number of rounds equal to your tier.</p>	
spell-focus-mythic	Spell Focus (Mythic)	Your magical specialties are particularly effective.	<p> Spell Focus.</p>	<p> Choose a school of magic you already have Spell Focus in. The bonus to save DCs provided by Spell Focus and Greater Spell Focus for that school increases by 1. You can expend one use of mythic power as part of casting a spell from your chosen school to force any of the spell's targets to roll their saving throws twice, taking the lower result.</p>	<p> You can gain this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Spell Focus feat.</p>
spell-mastery-mythic	Spell Mastery (Mythic)	You're so familiar with certain spells you can prepare them with the greatest of ease.	<p> Spell Mastery.</p>	<p> You can prepare spells you have selected with Spell Mastery as a full-round action. You must spend the appropriate amount of time preparing other spells you have not mastered. As a full-round action, you can expend one use of mythic power to prepare all your spells that you have selected with Spell Mastery.</p>	
spell-penetration-mythic	Spell Penetration (Mythic)	Your mythic power breaches your enemies' defenses.	<p> Spell Penetration.</p>	<p> Add half your tier to caster level checks to overcome spell resistance. If you have Greater Spell Penetration, add your full tier instead.</p>	
spellbreaker-mythic	Spellbreaker (Mythic)	If a non-mythic creature within 30 feet of you uses a spell or spell-like ability, you can expend one use of mythic power to make a ranged attack against that creature as an attack of opportunity (even if the creature wouldn't normally provoke attacks of opportunity). You must have a ranged weapon in hand or have a free hand and the non-mythic Quick Draw feat to use this ability. You can use this ability against a mythic creature by expending two uses of mythic power.	<p> Spellbreaker.</p>	<p> Any non-mythic creature you threaten provokes an attack of opportunity from you whenever it uses a spell or spell-like ability, even when casting defensively or casting a quickened spell.</p>	
spirited-charge-mythic	Spirited Charge (Mythic)	Your mounted charge knocks the wind and wits from those foolish enough to stand against you.	<p> Spirited Charge.</p>	<p> When you hit an opponent with a mounted charge, that opponent must succeed at a Fortitude saving throw (DC 10 + 1/2 your character level + your Str modifier) or be staggered for a number of rounds equal to your tier. If you use a lance with this attack, increase the saving throw DC by 2. As a free action before you make the attack, you can expend one use of mythic power to daze your opponent on a failed saving throw instead of staggering it.</p>	
spontaneous-metafocus-mythic	Spontaneous Metafocus (Mythic)	You apply metamagic to your spells with greater ease than do other spontaneous casters.	<p> Spontaneous Metafocus.</p>	<p> You can change which spell your Spontaneous Metafocus feat applies to each morning when you restore your expended spell slots. The spell it applies to can be of any level, but it must be a legal selection for the Spontaneous Metafocus feat.</p>	<p> You can gain this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Spontaneous Metafocus feat.</p>
spring-attack-mythic	Spring Attack (Mythic)	You move across the battlefield in a blur of whirling blades.	<p> Spring Attack, base attack bonus +6.</p>	<p> When you use Spring Attack, you don't need to move at least 10 feet before making the first attack. If you expend one use of mythic power when you start a Spring Attack, the movement you make during the Spring Attack doesn't provoke attacks of opportunity.</p>	
stealthy-mythic	Stealthy (Mythic)	Your grace and fluidity are beyond compare.	<p> Stealthy.</p>	<p> The bonus on Escape Artist and Stealth skill checks from Stealthy increases by 2. In addition, you can expend one use of mythic power to treat an Escape Artist or Stealth check as if you had rolled a natural 20. You must decide to use this ability before making the roll.</p>	
strike-back-mythic	Strike Back (Mythic)	Your precise counterattacks degrade your foes' advantages in combat.	<p> Strike Back.</p>	<p> When you make a melee attack as a readied action against a foe outside your melee reach, you can take a 5-foot step toward that foe. If you expend one use of mythic power, you can move your speed toward the foe instead. Neither of these counts toward the movement made during your turn.</p>	
strong-comeback-mythic	Strong Comeback (Mythic)	You never make the same mistake twice.	<p> Strong Comeback.</p>	<p> Whenever you're allowed to reroll an ability check, a skill check, or a saving throw, roll two dice and take the higher result, before adding the bonus from Strong Comeback.</p>	
stunning-fist-mythic	Stunning Fist (Mythic)	With greater potency and frequency, your fists stun those who stand against you.	<p> Stunning Fist.</p>	<p> The DC of your Stunning Fist increases by half your tier, and you can use Stunning Fist multiple times during the same round. As a free action, you can expend one use of your mythic power to use Stunning Fist without spending one of your daily uses of the feat.</p>	
throw-anything-mythic	Throw Anything (Mythic)	You're so skilled at throwing weapons that it hardly matters what you throw.	<p> Throw Anything.</p>	<p> You gain a +2 bonus on attack rolls and damage rolls made using an improvised thrown weapon or splash weapon. This bonus stacks with the bonus from the non-mythic Throw Anything feat. If you miss with a thrown splash weapon, it always lands adjacent to its target regardless of how many range increments it was thrown.</p>	
titan-strike-mythic	Titan Strike (Mythic)	Your fists can fell titanic foes.	<p> Improved Unarmed Strike (mythic).</p>	<p> Your unarmed strike deals damage as if you were one size category larger. You also gain a +1 bonus for each size category that your target is larger than you on the following: bull rush, drag, grapple, overrun, sunder, and trip combat maneuver checks and the DC of your Stunning Fist.</p>	
toughness-mythic	Toughness (Mythic)	You have legendary resilience and durability.	<p> Toughness.</p>	<p> Toughness provides you twice as many hit points. In addition, when you're below 0 hit points, you gain DR 10/epic. This DR stacks with any other DR/epic you might possess.</p>	
trample-mythic	Trample (Mythic)	Your rearing mount can stomp foes into the ground, barely breaking stride.	<p> Trample.</p>	<p> Your mount can make two hoof attacks against an opponent you knock down with an overrun, instead of one. You can expend one use of mythic power when you score a critical hit with one or more of those hoof attacks. When you do, the critical is automatically confirmed. If both scored critical hits, expending one use of mythic power automatically confirms both.</p>	
tripping-staff-mythic	Tripping Staff (Mythic)	Your staff is valuable for attack and defensive balance.	<p> Tripping Staff.</p>	<p> You add half your tier to CMD against trip maneuvers and on combat maneuver checks to trip with a quarterstaff. When you're wielding a quarterstaff and an opponent you threaten attempts to trip you and fails, it provokes an attack of opportunity from you. You must use your staff for this attack of opportunity.</p>	
turn-undead-mythic	Turn Undead (Mythic)	You can expend one use of mythic power when using Turn Undead to destroy undead. Instead of fleeing, undead that fail their saves might be destroyed. You destroy 2d4 Hit Dice worth of undead per tier. Undead with the fewest HD are affected first; among undead with equal HD, those that are closest to the burst's point of origin are affected first. No undead of 9 or more HD can be affected, and HD that aren't sufficient to affect an undead are wasted.	<p> Turn Undead.</p>	<p> When you use Turn Undead, the range increases by 10 feet per tier, and non-mythic undead take a penalty on their saving throws equal to your tier.</p>	
two-fisted-drinker-mythic	Two-Fisted Drinker (Mythic)	You can pound down drinks with amazing verve.	<p> Quick Draw.</p>	<p> You can draw two potions or other beverages--;mundane or magical--;from a pouch, bandolier, or similar holder (but not from a backpack) as a move action. As a standard action, you can drink two potions or other beverages. You must have two free hands to use this feat.</p>	
two-weapon-defense-mythic	Two-Weapon Defense (Mythic)	Your graceful flow between attack and defense makes you difficult to hit.	<p> Two-Weapon Defense.</p>	<p> When using Two-Weapon Defense, you apply the highest enhancement bonus from your two weapons to the shield bonus granted by that feat.</p>	
two-weapon-fighting-mythic	Two-Weapon Fighting (Mythic)	With deft strikes, you gain an advantage over your foes beyond mere damage.	<p> Two-Weapon Fighting.</p>	<p> As an immediate action, you can expend one use of mythic power to negate the penalties on attack rolls for two-weapon fighting for a number of rounds equal to your tier.</p>	
two-weapon-rend-mythic	Two-Weapon Rend (Mythic)	Your synchronized dual attacks are even more dangerous, and can leave lasting wounds.	<p> Two-Weapon Rend.</p>	<p> The damage of your Two-Weapon Rend increases to 2d8 points plus twice your Strength modifier. You can expend one use of mythic power to gain a bonus on this damage equal to twice your tier.<span></span></p>	
undead-master-mythic	Undead Master (Mythic)	Through your fearsome mythic nature, you have matchless power over the undead.	<p> Undead Master.</p>	<p> When you cast <i>animate dead </i>or use the Command Undead feat, add your tier to your caster level when determining the number of Hit Dice of undead you animate. This stacks with the increased caster level of Undead Master. When you cast <i>command undead</i>, your duration is tripled rather than doubled.</p>	
unseat-mythic	Unseat (Mythic)	You knock your opponents down from their mounts with frightening concussive force.	<p> Unseat.</p>	<p> When you successfully bull rush an opponent off his mount with Unseat, your opponent takes 1d6 points of falling damage per 2 tiers you possess. Items or abilities that reduce falling damage, such as a successful Acrobatics check, can reduce the damage dealt by the impact.</p>	
valiant-vault-mythic	Valiant Vault (Mythic)	When making a mounted charge, you can guide your mount to leap over a foe between your starting position and the target of your charge. You make a Ride check or your mount makes an Acrobatics check (whichever is lower) during the charge, using the rules for the leap task under the Ride skill. If the height you clear with that check exceeds the creature's height, you jump over it and continue your charge on the opposite side. This movement provokes attacks of opportunity. Alternatively, you can vault over your target while making a Ride-By Attack, allowing you to move over or through its space and continue moving on the opposite side of it. If your jump exceeds the target's height, you gain a +1 bonus on the attack roll for higher ground, and if any of your allies threatens the target, you treat the target as flanked for purposes of your Ride-By Attack.	<p> Mounted Combat, Ride-By Attack, Ride 5 ranks.</p>	<p> Your mount is always considered to have a running start when using Acrobatics to jump. You can expend one use of mythic power to grant your mount a +10 bonus on an Acrobatics check, or a +20 bonus if the check is made to jump.</p>	
vital-strike-mythic	Vital Strike (Mythic)	Extra damage from sources that wouldn't normally be multiplied on a critical hit isn't multiplied by this feat.	<p> Vital Strike.</p>	<p> Whenever you use Vital Strike, Improved Vital Strike, or Greater Vital Strike, multiply the Strength bonus, magic bonus, and other bonuses that would normally be multiplied on a critical hit by the number of weapon damage dice you roll for that feat.</p>	
voice-of-the-sibyl-mythic	Voice of the Sibyl (Mythic)	You overpower weaker and more vulnerable minds with your voice alone.	<p> Voice of the Sibyl.</p>	<p> You gain a +1 bonus on all Bluff, Diplomacy, and Perform (oratory) skill checks for every 3 tiers you possess. This bonus stacks with the bonus from Voice of the Sibyl. If you have 10 or more ranks in at least two of these skills, gain a +2 bonus to the DC of any language-dependent spell you cast.</p>	
warrior-priest-mythic	Warrior Priest (Mythic)	Your faith speeds you in battle and further strengthens your mind and confidence.	<p> Warrior Priest.</p>	<p> You gain a bonus equal to half your tier both on initiative checks and on concentration checks to cast a spell or use a spell-like ability when casting defensively or while grappled. These bonuses stack with the bonuses from Warrior Priest.</p>	
weapon-finesse-mythic	Weapon Finesse (Mythic)	You're an expert with weapons that rely on your agility.	<p> Weapon Finesse.</p>	<p> When using Weapon Finesse, you may also use your Dexterity modifier instead of your Strength modifier on your damage rolls. If you carry a shield, its armor check penalty doesn't apply to either the attack rolls or the damage rolls.</p>	
weapon-focus-mythic	Weapon Focus (Mythic)	You're a master of one type of weapon.	<p> Weapon Focus.</p>	<p> Double the bonuses on your attack rolls from Weapon Focus and Greater Weapon Focus. As a swift action, you can expend one use of mythic power to gain a bonus on attack rolls with your selected weapon equal to half your tier until the end of your turn.</p>	<p> If you have taken non-mythic Weapon Focus multiple times, you must choose which of those feats this enhances. You can take this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Weapon Focus feat you have.</p>
weapon-specialization-mythic	Weapon Specialization (Mythic)	The damage you deal with your chosen weapon is truly awesome to behold.	<p> Weapon Specialization.</p>	<p> When using your chosen weapon, you gain a bonus equal to half your tier on damage rolls. This stacks with the bonus from Weapon Specialization and Greater Weapon Specialization.</p>	<p> If you have taken non-mythic Weapon Specialization multiple times, you must choose which of those feats this enhances. You can take this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Weapon Specialization feat you have.</p>
witch-knife-mythic	Witch Knife (Mythic)	Your witch knife is as much an extension of your body as it is an extension of your power.	<p> Witch Knife.</p>	<p> You can use your witch knife as an additional focus component for all your witch spells, not just your patron spells, adding 1 to their DC. This bonus stacks with the bonus to patron spells granted by Witch Knife, granting your patron spells a total +2 bonus to their DC. Additionally, the hand holding the witch knife is still considered free for the purpose of casting spells and delivering touch attacks.</p>	
